user_id,discount_id,event_type,event_time,interaction_weight,source_table,location_id,role_id
1420,521,SHOW_AT_LOCATION,2025-01-19 14:14:56.932,0.1,discount_button_click_statistics,16.0,3.0
9,17,SHOW_AT_LOCATION,2025-01-20 08:48:17.341,0.1,discount_button_click_statistics,16.0,3.0
9,17,SHOW_AT_LOCATION,2025-01-20 08:48:21.116,0.1,discount_button_click_statistics,16.0,3.0
9,553,GET_A_PROMOCODE,2025-01-20 08:48:39.297,2.0,discount_button_click_statistics,16.0,3.0
800,11,SHOW_AT_LOCATION,2025-01-20 12:34:55.748,0.1,discount_button_click_statistics,16.0,3.0
800,17,SHOW_AT_LOCATION,2025-01-20 12:37:57.559,0.1,discount_button_click_statistics,16.0,3.0
9,545,GET_A_PROMOCODE,2025-01-20 14:20:53.071,2.0,discount_button_click_statistics,16.0,3.0
9,24,SHOW_AT_LOCATION,2025-01-20 14:21:46.683,0.1,discount_button_click_statistics,16.0,3.0
1477,11,SHOW_AT_LOCATION,2025-01-20 16:18:15.151,0.1,discount_button_click_statistics,16.0,3.0
7,543,SHOW_AT_LOCATION,2025-01-21 09:06:14.301,0.1,discount_button_click_statistics,16.0,3.0
255,543,SHOW_AT_LOCATION,2025-01-21 09:13:26.901,0.1,discount_button_click_statistics,16.0,3.0
1134,286,SHOW_AT_LOCATION,2025-01-21 09:15:48.389,0.1,discount_button_click_statistics,16.0,3.0
1134,247,SHOW_AT_LOCATION,2025-01-21 09:15:58.132,0.1,discount_button_click_statistics,16.0,3.0
1320,247,SHOW_AT_LOCATION,2025-01-21 09:36:07.314,0.1,discount_button_click_statistics,16.0,3.0
778,555,GET_A_PROMOCODE,2025-01-21 10:27:51.941,2.0,discount_button_click_statistics,16.0,3.0
778,327,SHOW_AT_LOCATION,2025-01-21 10:28:58.633,0.1,discount_button_click_statistics,16.0,3.0
778,496,SHOW_AT_LOCATION,2025-01-21 10:29:52.388,0.1,discount_button_click_statistics,16.0,3.0
778,550,GET_A_PROMOCODE,2025-01-21 10:30:19.040,2.0,discount_button_click_statistics,16.0,3.0
778,555,GET_A_PROMOCODE,2025-01-21 10:30:28.622,2.0,discount_button_click_statistics,16.0,3.0
8,548,SHOW_AT_LOCATION,2025-01-21 12:16:05.168,0.1,discount_button_click_statistics,16.0,3.0
8,3,SHOW_AT_LOCATION,2025-01-21 12:17:26.463,0.1,discount_button_click_statistics,16.0,3.0
8,547,SHOW_AT_LOCATION,2025-01-21 12:18:29.785,0.1,discount_button_click_statistics,16.0,3.0
8,250,SHOW_AT_LOCATION,2025-01-21 12:19:06.989,0.1,discount_button_click_statistics,16.0,3.0
8,374,SHOW_AT_LOCATION,2025-01-21 12:19:59.708,0.1,discount_button_click_statistics,16.0,3.0
8,374,SHOW_AT_LOCATION,2025-01-21 12:20:02.106,0.1,discount_button_click_statistics,16.0,3.0
8,379,SHOW_AT_LOCATION,2025-01-21 12:20:44.593,0.1,discount_button_click_statistics,16.0,3.0
8,378,SHOW_AT_LOCATION,2025-01-21 12:20:49.280,0.1,discount_button_click_statistics,16.0,3.0
8,502,SHOW_AT_LOCATION,2025-01-21 12:22:21.736,0.1,discount_button_click_statistics,16.0,3.0
20,579,SHOW_AT_LOCATION,2025-01-21 15:01:54.926,0.1,discount_button_click_statistics,16.0,3.0
1333,5,SHOW_AT_LOCATION,2025-01-22 08:08:27.475,0.1,discount_button_click_statistics,16.0,3.0
18,571,GET_A_PROMOCODE,2025-01-22 12:19:21.596,2.0,discount_button_click_statistics,16.0,3.0
18,571,GET_A_PROMOCODE,2025-01-22 12:28:42.588,2.0,discount_button_click_statistics,16.0,3.0
1500,17,SHOW_AT_LOCATION,2025-01-22 12:51:32.179,0.1,discount_button_click_statistics,16.0,3.0
19,581,GET_A_PROMOCODE,2025-01-22 13:20:10.958,2.0,discount_button_click_statistics,16.0,3.0
1046,530,SHOW_AT_LOCATION,2025-01-22 16:33:40.480,0.1,discount_button_click_statistics,16.0,3.0
1046,530,SHOW_AT_LOCATION,2025-01-22 16:34:39.665,0.1,discount_button_click_statistics,16.0,3.0
1046,530,SHOW_AT_LOCATION,2025-01-22 16:35:08.930,0.1,discount_button_click_statistics,16.0,3.0
1046,530,SHOW_AT_LOCATION,2025-01-22 16:35:25.800,0.1,discount_button_click_statistics,16.0,3.0
1046,530,SHOW_AT_LOCATION,2025-01-22 16:43:58.967,0.1,discount_button_click_statistics,16.0,3.0
1046,530,SHOW_AT_LOCATION,2025-01-22 18:44:49.148,0.1,discount_button_click_statistics,16.0,3.0
1477,5,SHOW_AT_LOCATION,2025-01-22 19:00:41.452,0.1,discount_button_click_statistics,16.0,3.0
1046,530,SHOW_AT_LOCATION,2025-01-22 20:08:26.023,0.1,discount_button_click_statistics,16.0,3.0
54,582,SHOW_AT_LOCATION,2025-01-23 09:34:44.593,0.1,discount_button_click_statistics,16.0,3.0
54,582,SHOW_AT_LOCATION,2025-01-23 09:35:59.875,0.1,discount_button_click_statistics,16.0,3.0
9,36,SHOW_AT_LOCATION,2025-01-23 09:40:50.337,0.1,discount_button_click_statistics,16.0,3.0
9,577,SHOW_AT_LOCATION,2025-01-23 09:41:30.551,0.1,discount_button_click_statistics,16.0,3.0
1286,11,SHOW_AT_LOCATION,2025-01-23 10:23:13.904,0.1,discount_button_click_statistics,16.0,3.0
519,11,SHOW_AT_LOCATION,2025-01-23 11:08:32.935,0.1,discount_button_click_statistics,16.0,3.0
1508,11,SHOW_AT_LOCATION,2025-01-23 11:16:04.008,0.1,discount_button_click_statistics,16.0,3.0
732,465,SHOW_AT_LOCATION,2025-01-23 16:21:33.535,0.1,discount_button_click_statistics,16.0,3.0
732,257,SHOW_AT_LOCATION,2025-01-23 16:26:05.684,0.1,discount_button_click_statistics,16.0,3.0
732,257,SHOW_AT_LOCATION,2025-01-23 16:26:27.257,0.1,discount_button_click_statistics,16.0,3.0
1586,283,SHOW_AT_LOCATION,2025-01-23 17:34:46.010,0.1,discount_button_click_statistics,16.0,3.0
1279,191,SHOW_AT_LOCATION,2025-01-23 18:00:03.328,0.1,discount_button_click_statistics,16.0,3.0
1365,242,SHOW_AT_LOCATION,2025-01-23 20:25:03.592,0.1,discount_button_click_statistics,16.0,3.0
1524,17,SHOW_AT_LOCATION,2025-01-23 23:52:27.006,0.1,discount_button_click_statistics,16.0,3.0
1524,2,SHOW_AT_LOCATION,2025-01-23 23:52:55.675,0.1,discount_button_click_statistics,16.0,3.0
1524,26,SHOW_AT_LOCATION,2025-01-23 23:53:31.383,0.1,discount_button_click_statistics,16.0,3.0
1524,5,SHOW_AT_LOCATION,2025-01-23 23:54:08.134,0.1,discount_button_click_statistics,16.0,3.0
1524,237,SHOW_AT_LOCATION,2025-01-23 23:55:24.386,0.1,discount_button_click_statistics,16.0,3.0
1524,386,SHOW_AT_LOCATION,2025-01-23 23:56:12.143,0.1,discount_button_click_statistics,16.0,3.0
1524,456,SHOW_AT_LOCATION,2025-01-23 23:56:30.575,0.1,discount_button_click_statistics,16.0,3.0
1524,269,SHOW_AT_LOCATION,2025-01-23 23:57:02.092,0.1,discount_button_click_statistics,16.0,3.0
1524,493,SHOW_AT_LOCATION,2025-01-23 23:57:23.483,0.1,discount_button_click_statistics,16.0,3.0
1524,334,SHOW_AT_LOCATION,2025-01-23 23:58:54.835,0.1,discount_button_click_statistics,16.0,3.0
1524,289,SHOW_AT_LOCATION,2025-01-23 23:59:09.094,0.1,discount_button_click_statistics,16.0,3.0
1524,11,SHOW_AT_LOCATION,2025-01-23 23:59:26.328,0.1,discount_button_click_statistics,16.0,3.0
1524,243,SHOW_AT_LOCATION,2025-01-23 23:59:58.138,0.1,discount_button_click_statistics,16.0,3.0
1524,562,SHOW_AT_LOCATION,2025-01-24 00:00:27.241,0.1,discount_button_click_statistics,16.0,3.0
1524,569,SHOW_AT_LOCATION,2025-01-24 00:00:39.198,0.1,discount_button_click_statistics,16.0,3.0
13,223,SHOW_AT_LOCATION,2025-01-24 07:41:30.690,0.1,discount_button_click_statistics,16.0,3.0
400,223,SHOW_AT_LOCATION,2025-01-24 07:43:05.340,0.1,discount_button_click_statistics,16.0,3.0
9,523,SHOW_AT_LOCATION,2025-01-24 12:35:30.088,0.1,discount_button_click_statistics,16.0,3.0
9,493,SHOW_AT_LOCATION,2025-01-24 12:35:40.549,0.1,discount_button_click_statistics,16.0,3.0
9,476,SHOW_AT_LOCATION,2025-01-24 12:35:47.317,0.1,discount_button_click_statistics,16.0,3.0
9,17,SHOW_AT_LOCATION,2025-01-24 12:35:57.950,0.1,discount_button_click_statistics,16.0,3.0
9,243,SHOW_AT_LOCATION,2025-01-24 12:36:04.465,0.1,discount_button_click_statistics,16.0,3.0
9,570,SHOW_AT_LOCATION,2025-01-24 12:36:09.368,0.1,discount_button_click_statistics,16.0,3.0
18,585,GET_A_PROMOCODE,2025-01-24 12:37:43.150,2.0,discount_button_click_statistics,16.0,3.0
9,36,SHOW_AT_LOCATION,2025-01-24 13:14:26.579,0.1,discount_button_click_statistics,16.0,3.0
614,17,SHOW_AT_LOCATION,2025-01-24 17:00:10.613,0.1,discount_button_click_statistics,16.0,3.0
445,298,SHOW_AT_LOCATION,2025-01-25 12:46:40.269,0.1,discount_button_click_statistics,16.0,3.0
333,17,SHOW_AT_LOCATION,2025-01-25 14:16:58.831,0.1,discount_button_click_statistics,16.0,3.0
333,17,SHOW_AT_LOCATION,2025-01-25 14:18:47.380,0.1,discount_button_click_statistics,16.0,3.0
362,17,SHOW_AT_LOCATION,2025-01-25 14:42:12.654,0.1,discount_button_click_statistics,16.0,3.0
1565,521,SHOW_AT_LOCATION,2025-01-25 16:05:20.204,0.1,discount_button_click_statistics,16.0,3.0
1565,521,SHOW_AT_LOCATION,2025-01-25 16:07:09.505,0.1,discount_button_click_statistics,16.0,3.0
7,545,GET_A_PROMOCODE,2025-01-25 18:22:25.967,2.0,discount_button_click_statistics,16.0,3.0
1297,5,SHOW_AT_LOCATION,2025-01-26 10:34:01.177,0.1,discount_button_click_statistics,16.0,3.0
1297,372,SHOW_AT_LOCATION,2025-01-26 10:39:47.860,0.1,discount_button_click_statistics,16.0,3.0
362,5,SHOW_AT_LOCATION,2025-01-26 13:51:02.897,0.1,discount_button_click_statistics,16.0,3.0
362,5,SHOW_AT_LOCATION,2025-01-26 13:51:13.040,0.1,discount_button_click_statistics,16.0,3.0
362,2,SHOW_AT_LOCATION,2025-01-26 13:53:08.706,0.1,discount_button_click_statistics,16.0,3.0
1546,11,SHOW_AT_LOCATION,2025-01-26 17:20:34.395,0.1,discount_button_click_statistics,16.0,3.0
1420,561,GET_A_PROMOCODE,2025-01-27 09:17:41.489,2.0,discount_button_click_statistics,16.0,3.0
1420,561,GET_A_PROMOCODE,2025-01-27 09:20:23.315,2.0,discount_button_click_statistics,16.0,3.0
1420,473,SHOW_AT_LOCATION,2025-01-27 09:26:46.637,0.1,discount_button_click_statistics,16.0,3.0
1420,473,SHOW_AT_LOCATION,2025-01-27 09:27:48.425,0.1,discount_button_click_statistics,16.0,3.0
1420,275,SHOW_AT_LOCATION,2025-01-27 09:31:18.487,0.1,discount_button_click_statistics,16.0,3.0
1420,222,SHOW_AT_LOCATION,2025-01-27 10:13:26.115,0.1,discount_button_click_statistics,16.0,3.0
1420,222,SHOW_AT_LOCATION,2025-01-27 10:14:22.655,0.1,discount_button_click_statistics,16.0,3.0
1420,203,SHOW_AT_LOCATION,2025-01-27 10:15:14.929,0.1,discount_button_click_statistics,16.0,3.0
1544,521,SHOW_AT_LOCATION,2025-01-27 10:21:42.531,0.1,discount_button_click_statistics,16.0,3.0
1420,251,SHOW_AT_LOCATION,2025-01-27 10:22:02.769,0.1,discount_button_click_statistics,16.0,3.0
1420,255,SHOW_AT_LOCATION,2025-01-27 10:22:09.115,0.1,discount_button_click_statistics,16.0,3.0
1420,302,SHOW_AT_LOCATION,2025-01-27 10:22:49.705,0.1,discount_button_click_statistics,16.0,3.0
1420,277,SHOW_AT_LOCATION,2025-01-27 10:22:57.458,0.1,discount_button_click_statistics,16.0,3.0
1420,273,SHOW_AT_LOCATION,2025-01-27 10:23:30.058,0.1,discount_button_click_statistics,16.0,3.0
1420,359,SHOW_AT_LOCATION,2025-01-27 10:23:36.228,0.1,discount_button_click_statistics,16.0,3.0
1420,359,SHOW_AT_LOCATION,2025-01-27 10:23:43.261,0.1,discount_button_click_statistics,16.0,3.0
1420,424,SHOW_AT_LOCATION,2025-01-27 10:24:08.054,0.1,discount_button_click_statistics,16.0,3.0
1420,424,SHOW_AT_LOCATION,2025-01-27 10:24:25.879,0.1,discount_button_click_statistics,16.0,3.0
1420,440,SHOW_AT_LOCATION,2025-01-27 10:24:31.268,0.1,discount_button_click_statistics,16.0,3.0
1420,473,SHOW_AT_LOCATION,2025-01-27 10:25:12.411,0.1,discount_button_click_statistics,16.0,3.0
1420,561,GET_A_PROMOCODE,2025-01-27 10:25:17.987,2.0,discount_button_click_statistics,16.0,3.0
1420,226,SHOW_AT_LOCATION,2025-01-27 10:25:35.055,0.1,discount_button_click_statistics,16.0,3.0
1420,520,SHOW_AT_LOCATION,2025-01-27 10:25:42.429,0.1,discount_button_click_statistics,16.0,3.0
1420,231,SHOW_AT_LOCATION,2025-01-27 10:26:52.864,0.1,discount_button_click_statistics,16.0,3.0
1420,358,SHOW_AT_LOCATION,2025-01-27 10:27:22.806,0.1,discount_button_click_statistics,16.0,3.0
659,11,GET_A_PROMOCODE,2025-02-28 17:57:51.207,2.0,discount_button_click_statistics,16.0,3.0
892,11,GET_A_PROMOCODE,2025-03-01 14:13:42.456,2.0,discount_button_click_statistics,16.0,3.0
1420,460,GET_A_PROMOCODE,2025-03-02 08:49:27.327,2.0,discount_button_click_statistics,16.0,3.0
854,289,SHOW_AT_LOCATION,2025-03-02 09:23:19.491,0.1,discount_button_click_statistics,16.0,3.0
854,334,SHOW_AT_LOCATION,2025-03-02 09:24:02.416,0.1,discount_button_click_statistics,16.0,3.0
854,562,SHOW_AT_LOCATION,2025-03-02 09:26:26.324,0.1,discount_button_click_statistics,16.0,3.0
854,562,SHOW_AT_LOCATION,2025-03-02 09:26:33.004,0.1,discount_button_click_statistics,16.0,3.0
662,17,SHOW_AT_LOCATION,2025-03-02 12:25:48.295,0.1,discount_button_click_statistics,16.0,3.0
1628,420,SHOW_AT_LOCATION,2025-03-02 14:55:29.630,0.1,discount_button_click_statistics,16.0,3.0
1421,2,GET_A_PROMOCODE,2025-03-02 17:10:10.018,2.0,discount_button_click_statistics,16.0,3.0
1337,17,SHOW_AT_LOCATION,2025-03-02 19:27:15.634,0.1,discount_button_click_statistics,16.0,3.0
565,261,SHOW_AT_LOCATION,2025-03-02 21:47:25.671,0.1,discount_button_click_statistics,16.0,3.0
314,269,SHOW_AT_LOCATION,2025-03-03 09:59:47.639,0.1,discount_button_click_statistics,16.0,3.0
1548,612,GET_A_PROMOCODE,2025-03-03 12:12:18.187,2.0,discount_button_click_statistics,16.0,3.0
1548,191,GET_A_PROMOCODE,2025-03-03 12:12:32.600,2.0,discount_button_click_statistics,16.0,3.0
19,564,GET_A_PROMOCODE,2025-03-03 17:55:22.414,2.0,discount_button_click_statistics,16.0,3.0
917,428,GET_A_PROMOCODE,2025-03-04 07:25:03.712,2.0,discount_button_click_statistics,16.0,3.0
917,334,SHOW_AT_LOCATION,2025-03-04 08:22:10.413,0.1,discount_button_click_statistics,16.0,3.0
19,622,SHOW_AT_LOCATION,2025-03-04 09:03:44.047,0.1,discount_button_click_statistics,16.0,3.0
9,570,SHOW_AT_LOCATION,2025-03-04 10:27:18.922,0.1,discount_button_click_statistics,16.0,3.0
1778,2,GET_A_PROMOCODE,2025-03-04 12:05:16.626,2.0,discount_button_click_statistics,16.0,3.0
1778,17,SHOW_AT_LOCATION,2025-03-04 12:05:25.847,0.1,discount_button_click_statistics,16.0,3.0
1778,237,SHOW_AT_LOCATION,2025-03-04 12:06:02.502,0.1,discount_button_click_statistics,16.0,3.0
1778,289,SHOW_AT_LOCATION,2025-03-04 12:06:29.986,0.1,discount_button_click_statistics,16.0,3.0
1778,269,SHOW_AT_LOCATION,2025-03-04 12:06:44.282,0.1,discount_button_click_statistics,16.0,3.0
1779,613,GET_A_PROMOCODE,2025-03-04 12:46:28.472,2.0,discount_button_click_statistics,16.0,3.0
1728,185,SHOW_AT_LOCATION,2025-03-04 18:13:36.082,0.1,discount_button_click_statistics,16.0,3.0
1716,5,GET_A_PROMOCODE,2025-03-04 20:59:05.467,2.0,discount_button_click_statistics,16.0,3.0
1716,593,GET_A_PROMOCODE,2025-03-04 21:00:38.687,2.0,discount_button_click_statistics,16.0,3.0
1781,11,GET_A_PROMOCODE,2025-03-05 05:09:25.263,2.0,discount_button_click_statistics,16.0,3.0
1782,5,GET_A_PROMOCODE,2025-03-05 08:11:24.679,2.0,discount_button_click_statistics,16.0,3.0
9,619,GET_A_PROMOCODE,2025-03-05 10:59:30.624,2.0,discount_button_click_statistics,16.0,3.0
1282,501,GET_A_PROMOCODE,2025-03-05 11:14:41.295,2.0,discount_button_click_statistics,16.0,3.0
192,619,GET_A_PROMOCODE,2025-03-05 11:50:22.781,2.0,discount_button_click_statistics,16.0,3.0
909,619,GET_A_PROMOCODE,2025-03-05 11:50:31.767,2.0,discount_button_click_statistics,16.0,3.0
1787,185,SHOW_AT_LOCATION,2025-03-05 14:58:55.870,0.1,discount_button_click_statistics,16.0,3.0
1787,585,GET_A_PROMOCODE,2025-03-05 14:59:08.154,2.0,discount_button_click_statistics,16.0,3.0
928,36,SHOW_AT_LOCATION,2025-03-05 16:04:20.480,0.1,discount_button_click_statistics,16.0,3.0
1794,593,GET_A_PROMOCODE,2025-03-06 09:27:50.328,2.0,discount_button_click_statistics,16.0,3.0
1123,11,GET_A_PROMOCODE,2025-03-06 12:37:01.879,2.0,discount_button_click_statistics,16.0,3.0
160,553,GET_A_PROMOCODE,2025-03-06 12:38:19.005,2.0,discount_button_click_statistics,16.0,3.0
1354,603,GET_A_PROMOCODE,2025-03-06 17:42:59.689,2.0,discount_button_click_statistics,16.0,3.0
1757,593,GET_A_PROMOCODE,2025-03-07 09:05:33.304,2.0,discount_button_click_statistics,16.0,3.0
1134,629,GET_A_PROMOCODE,2025-03-07 11:38:37.560,2.0,discount_button_click_statistics,16.0,3.0
9,17,SHOW_AT_LOCATION,2025-03-07 12:44:15.404,0.1,discount_button_click_statistics,16.0,3.0
1170,17,SHOW_AT_LOCATION,2025-03-07 12:44:29.511,0.1,discount_button_click_statistics,16.0,3.0
928,5,GET_A_PROMOCODE,2025-03-07 18:01:28.512,2.0,discount_button_click_statistics,16.0,3.0
322,619,GET_A_PROMOCODE,2025-03-08 12:35:18.146,2.0,discount_button_click_statistics,16.0,3.0
322,619,GET_A_PROMOCODE,2025-03-08 12:39:29.918,2.0,discount_button_click_statistics,16.0,3.0
919,428,GET_A_PROMOCODE,2025-03-08 15:19:53.903,2.0,discount_button_click_statistics,16.0,3.0
919,289,SHOW_AT_LOCATION,2025-03-08 15:20:18.451,0.1,discount_button_click_statistics,16.0,3.0
978,26,GET_A_PROMOCODE,2025-03-09 10:05:25.582,2.0,discount_button_click_statistics,16.0,3.0
854,593,GET_A_PROMOCODE,2025-03-10 07:09:11.094,2.0,discount_button_click_statistics,16.0,3.0
1756,528,SHOW_AT_LOCATION,2025-03-10 09:10:20.394,0.1,discount_button_click_statistics,16.0,3.0
1062,633,GET_A_PROMOCODE,2025-03-10 10:52:07.425,2.0,discount_button_click_statistics,16.0,3.0
497,11,GET_A_PROMOCODE,2025-03-10 10:54:00.983,2.0,discount_button_click_statistics,16.0,3.0
301,593,GET_A_PROMOCODE,2025-03-10 11:00:07.702,2.0,discount_button_click_statistics,16.0,3.0
366,36,SHOW_AT_LOCATION,2025-03-10 19:19:47.332,0.1,discount_button_click_statistics,16.0,3.0
366,11,GET_A_PROMOCODE,2025-03-10 19:20:24.460,2.0,discount_button_click_statistics,16.0,3.0
366,36,SHOW_AT_LOCATION,2025-03-10 19:27:57.036,0.1,discount_button_click_statistics,16.0,3.0
8,595,SHOW_AT_LOCATION,2025-03-11 07:46:36.440,0.1,discount_button_click_statistics,16.0,3.0
8,595,SHOW_AT_LOCATION,2025-03-11 07:46:50.087,0.1,discount_button_click_statistics,16.0,3.0
1517,634,GET_A_PROMOCODE,2025-03-11 08:29:37.092,2.0,discount_button_click_statistics,16.0,3.0
1659,634,GET_A_PROMOCODE,2025-03-11 12:24:40.144,2.0,discount_button_click_statistics,16.0,3.0
15,520,GET_A_PROMOCODE,2025-03-11 14:52:57.874,2.0,discount_button_click_statistics,16.0,3.0
1627,11,GET_A_PROMOCODE,2025-03-11 19:25:48.395,2.0,discount_button_click_statistics,16.0,3.0
190,11,GET_A_PROMOCODE,2025-03-12 06:11:14.020,2.0,discount_button_click_statistics,16.0,3.0
1546,593,GET_A_PROMOCODE,2025-03-12 08:08:58.831,2.0,discount_button_click_statistics,16.0,3.0
1189,639,SHOW_AT_LOCATION,2025-03-12 08:46:02.558,0.1,discount_button_click_statistics,16.0,3.0
43,639,SHOW_AT_LOCATION,2025-03-12 08:54:27.555,0.1,discount_button_click_statistics,16.0,3.0
9,522,SHOW_AT_LOCATION,2025-03-12 09:02:45.754,0.1,discount_button_click_statistics,16.0,3.0
9,593,GET_A_PROMOCODE,2025-03-12 09:02:52.430,2.0,discount_button_click_statistics,16.0,3.0
1189,584,GET_A_PROMOCODE,2025-03-12 09:05:42.788,2.0,discount_button_click_statistics,16.0,3.0
1200,624,GET_A_PROMOCODE,2025-03-12 10:15:58.091,2.0,discount_button_click_statistics,16.0,3.0
1420,536,GET_A_PROMOCODE,2025-01-27 10:25:49.804,2.0,discount_button_click_statistics,16.0,3.0
1420,531,SHOW_AT_LOCATION,2025-01-27 10:25:54.531,0.1,discount_button_click_statistics,16.0,3.0
1420,509,SHOW_AT_LOCATION,2025-01-27 10:26:01.334,0.1,discount_button_click_statistics,16.0,3.0
1420,213,SHOW_AT_LOCATION,2025-01-27 10:26:15.006,0.1,discount_button_click_statistics,16.0,3.0
1420,299,SHOW_AT_LOCATION,2025-01-27 10:27:03.219,0.1,discount_button_click_statistics,16.0,3.0
1420,303,SHOW_AT_LOCATION,2025-01-27 10:27:14.767,0.1,discount_button_click_statistics,16.0,3.0
173,263,SHOW_AT_LOCATION,2025-01-27 11:03:52.679,0.1,discount_button_click_statistics,16.0,3.0
1420,358,SHOW_AT_LOCATION,2025-01-27 11:07:52.764,0.1,discount_button_click_statistics,16.0,3.0
1420,358,SHOW_AT_LOCATION,2025-01-27 11:08:22.126,0.1,discount_button_click_statistics,16.0,3.0
1420,385,SHOW_AT_LOCATION,2025-01-27 11:08:31.216,0.1,discount_button_click_statistics,16.0,3.0
1420,430,SHOW_AT_LOCATION,2025-01-27 11:08:37.249,0.1,discount_button_click_statistics,16.0,3.0
1420,451,SHOW_AT_LOCATION,2025-01-27 11:08:47.425,0.1,discount_button_click_statistics,16.0,3.0
1420,466,SHOW_AT_LOCATION,2025-01-27 11:08:53.206,0.1,discount_button_click_statistics,16.0,3.0
1420,495,SHOW_AT_LOCATION,2025-01-27 11:08:59.392,0.1,discount_button_click_statistics,16.0,3.0
1420,496,SHOW_AT_LOCATION,2025-01-27 11:09:06.626,0.1,discount_button_click_statistics,16.0,3.0
1420,550,GET_A_PROMOCODE,2025-01-27 11:09:12.704,2.0,discount_button_click_statistics,16.0,3.0
1420,555,GET_A_PROMOCODE,2025-01-27 11:09:17.594,2.0,discount_button_click_statistics,16.0,3.0
1420,361,SHOW_AT_LOCATION,2025-01-27 11:09:26.936,0.1,discount_button_click_statistics,16.0,3.0
1420,361,SHOW_AT_LOCATION,2025-01-27 11:09:53.224,0.1,discount_button_click_statistics,16.0,3.0
1420,443,GET_A_PROMOCODE,2025-01-27 11:09:59.921,2.0,discount_button_click_statistics,16.0,3.0
1420,451,SHOW_AT_LOCATION,2025-01-27 11:10:03.354,0.1,discount_button_click_statistics,16.0,3.0
1420,530,SHOW_AT_LOCATION,2025-01-27 11:10:09.563,0.1,discount_button_click_statistics,16.0,3.0
1420,533,SHOW_AT_LOCATION,2025-01-27 11:10:46.269,0.1,discount_button_click_statistics,16.0,3.0
1420,534,SHOW_AT_LOCATION,2025-01-27 11:11:24.622,0.1,discount_button_click_statistics,16.0,3.0
1420,460,SHOW_AT_LOCATION,2025-01-27 11:11:37.014,0.1,discount_button_click_statistics,16.0,3.0
